altitude	exposition	pente	distance_horizontale_hydro	distance_verticale_hydro	distance_horizontale_route	ombrage_0900	ombrage_1200	ombrage_1500	distance_horizontale_depart_feu	espece
2642	21	20	42	-4	1831	203	194	122	6912	0
2637	8	21	30	13	1801	192	195	135	6894	0
2638	11	23	0	0	1771	188	186	128	6876	0
2632	25	26	30	8	1741	197	173	101	6858	0
2625	23	26	60	15	1711	195	175	106	6840	0
2620	10	24	67	27	1681	187	184	127	6822	0
2620	11	24	60	27	1651	186	183	125	6804	0
2615	13	26	60	22	1621	185	177	120	6787	0
2614	17	28	60	21	1591	185	170	109	6769	0
2606	25	30	42	23	1561	190	161	91	6752	0
2599	18	28	30	16	1531	186	169	107	6734	0
2596	15	26	30	13	1501	186	175	115	6717	0
2591	13	25	30	9	1471	186	179	121	6700	0
2590	14	25	30	13	1441	188	179	119	6683	0
2584	14	25	30	8	1411	188	179	119	6665	0
2583	345	25	30	13	1381	161	191	163	6649	0
2592	331	28	42	23	1351	142	192	183	6632	0
2599	342	28	60	42	1321	153	186	165	6615	0
2601	356	28	67	39	1291	165	178	143	6598	0
2600	5	28	67	34	1261	171	173	128	6582	0
2598	14	30	60	32	1231	178	166	111	6565	0
2593	20	31	60	27	1201	182	158	96	6549	0
2586	17	31	60	20	1172	180	161	103	6532	0
2581	9	28	67	21	1142	176	171	121	6516	0
2580	0	27	85	25	1112	171	179	137	6500	0
2581	353	27	90	30	1082	165	184	150	6484	0
2584	347	25	90	36	1052	163	190	159	6468	0
2588	4	21	90	42	1022	186	194	140	6452	0
2568	26	15	30	5	932	212	206	128	6405	0
2570	314	18	0	0	902	169	223	193	6390	0
2582	298	26	30	19	872	139	220	217	6375	0
2595	299	23	60	37	842	151	225	212	6360	0
2604	297	16	90	43	812	173	233	200	6344	0
2610	303	11	120	49	782	189	235	186	6330	0
2614	336	9	150	53	752	201	229	167	6315	0
2614	357	9	180	53	722	206	224	156	6300	0
2615	17	9	210	54	693	213	222	145	6285	0
2594	63	4	134	-2	424	224	231	143	6158	0
2595	72	3	124	-1	395	223	233	146	6145	0
2591	79	2	120	-5	365	222	234	148	6131	0
2593	156	3	120	-3	335	223	239	152	6118	0
2592	189	6	124	-4	306	221	245	159	6105	0
2594	182	6	134	-2	277	222	244	157	6092	0
2592	114	6	150	-4	247	232	233	135	6079	0
2586	90	4	170	-8	218	226	233	143	6066	0
2587	217	2	192	-7	190	217	241	161	6053	0
2590	168	6	216	-4	162	225	242	152	6041	0
2587	127	7	242	-7	134	233	235	135	6028	0
2581	98	7	268	-13	108	232	230	130	6016	0
2578	96	5	270	9	85	228	233	139	6004	0
2929	158	14	272	-12	5611	235	241	134	3690	0
2926	157	16	277	-15	5581	236	241	129	3720	0
2922	171	17	285	-19	5551	229	246	142	3750	0
2922	173	17	295	-19	5521	228	246	143	3780	0
2919	164	15	309	-22	5491	233	243	137	3810	0
2916	153	14	324	-25	5461	236	240	132	3840	0
2913	175	12	342	-28	5431	226	246	151	3870	0
2916	199	16	361	-25	5401	213	252	169	3900	0
2919	189	19	371	-22	5371	218	251	159	3930	0
2919	180	20	379	-22	5341	223	248	148	3960	0
2919	185	18	390	-19	5311	220	250	155	3990	0
2860	162	12	201	65	4261	232	243	141	5040	0
2857	151	11	190	62	4231	234	240	135	5070	0
2854	144	12	175	59	4201	237	238	129	5100	0
2850	139	15	162	55	4171	242	234	117	5130	0
2844	122	19	153	53	4141	249	221	92	5160	0
2831	114	18	150	40	4111	248	219	92	5190	0
2824	110	18	134	33	4081	248	217	91	5220	0
2814	120	16	124	26	4051	246	225	103	5250	0
2814	159	13	108	26	4021	233	242	137	5280	0
2814	161	17	95	26	3991	235	241	130	5310	0
2808	141	23	85	27	3961	247	226	95	5340	0
2795	138	23	67	14	3931	248	225	92	5370	0
2788	151	17	60	7	3901	239	237	122	5400	0
2785	167	11	42	7	3871	229	244	146	5430	0
2788	203	7	30	-2	3841	217	247	166	5460	0
2791	93	9	0	0	3811	235	226	121	5490	0
2775	40	12	0	0	3781	221	214	126	5520	0
2778	329	17	30	10	3751	178	218	179	5550	0
2785	337	16	42	13	3721	182	215	171	5580	0
2785	329	18	67	20	3691	175	216	180	5610	0
2795	312	21	85	27	3661	159	219	198	5640	0
2801	315	18	108	39	3631	170	223	192	5670	0
2808	314	17	134	50	3601	171	224	192	5700	0
2818	332	15	162	63	3571	184	220	175	5730	0
2818	0	14	190	63	3541	199	213	151	5760	0
2818	22	13	212	63	3511	211	211	134	5790	0
2811	40	12	234	59	3481	221	213	124	5820	0
2808	45	9	240	53	3451	223	220	132	5850	0
2804	61	5	242	55	3421	224	229	141	5880	0
2804	180	1	247	55	3391	219	239	157	5910	0
2804	120	8	256	55	3361	234	234	132	5940	0
2798	118	14	268	49	3331	243	227	111	5970	0
2791	124	18	277	118	3301	247	225	99	6000	0
2781	141	19	255	108	3271	245	231	107	6030	0
2778	174	20	234	111	3241	228	245	140	6060	0
2778	168	25	212	111	3211	230	241	127	6090	0
2772	162	29	192	105	3181	233	232	107	6120	0
2768	161	30	175	101	3151	234	230	104	6150	0
2762	147	30	162	95	3121	244	221	83	6180	0
2749	139	32	153	82	3091	248	211	65	6210	0
2736	154	32	150	69	3061	238	223	89	6240	0
2732	182	34	150	65	3031	208	238	136	6270	0
2739	188	37	150	72	3001	197	237	143	6300	0
2739	193	37	150	72	2971	190	239	154	6330	0
2749	200	34	150	82	2941	186	245	169	6360	0
2755	186	27	150	88	2911	212	247	150	6390	0
2752	168	23	150	82	2881	231	241	128	6420	0
2749	150	24	150	76	2851	242	231	104	6450	0
2739	142	26	153	72	2821	247	223	87	6480	0
2732	133	24	153	69	2791	250	219	82	6510	0
2722	101	33	134	91	2761	252	176	23	6540	0
2693	91	41	108	62	2731	244	145	0	6570	0
2667	93	38	85	36	2701	247	155	0	6600	0
2644	97	33	60	20	2672	251	173	0	6630	0
2627	90	15	30	3	2642	242	214	98	6660	0
2627	289	17	0	0	2612	170	236	205	6690	0
2644	283	33	30	20	2582	114	221	237	6720	0
2663	282	35	42	23	2552	105	218	240	6750	0
2686	286	34	67	52	2522	109	217	237	6780	0
2706	306	25	95	85	2492	143	217	210	6810	0
2709	356	21	124	75	2462	182	198	150	6840	0
2678	358	21	150	72	2072	183	197	148	7037	0
2679	4	18	150	73	2042	194	202	143	7019	0
2677	16	15	150	71	2012	205	206	135	7000	0
2674	26	15	150	18	1982	212	205	127	6981	0
2670	31	18	127	14	1952	213	199	117	6962	0
2665	30	18	108	8	1922	212	197	116	6944	0
2661	40	17	85	4	1892	219	199	110	6925	0
2596	51	3	258	0	510	221	232	148	6279	1
2590	56	2	212	-6	390	220	235	151	6225	1
2595	45	2	153	-1	391	220	234	150	6172	1
2606	45	7	270	5	633	222	225	138	6256	1
2605	49	4	234	7	573	222	230	144	6228	1
2617	45	9	240	56	666	223	221	133	6244	1
2612	59	10	247	11	636	228	219	124	6230	1
2612	201	4	180	51	735	218	243	161	6222	1
2609	214	7	150	46	771	213	247	170	6211	1
2503	157	4	67	4	674	224	240	151	5600	1
2495	51	7	42	2	752	224	225	137	5576	1
2610	259	1	120	-1	607	216	239	161	6096	1
2517	72	7	85	6	595	228	227	133	5607	1
2504	0	4	95	5	691	214	232	156	5572	1
2503	38	5	85	10	741	220	228	144	5555	1
2501	71	9	60	8	767	230	223	126	5547	1
2768	114	23	192	82	3339	252	209	71	5972	1
2511	54	8	124	0	638	225	222	130	5569	1
2507	22	9	120	14	732	215	221	143	5534	1
2492	135	6	0	0	860	229	237	142	5494	1
2489	163	10	30	-4	849	230	243	145	5486	1
2739	117	24	127	53	3281	253	210	71	6033	1
2703	122	30	67	27	3191	254	201	52	6123	1
2522	105	7	120	1	595	233	231	130	5569	1
2519	102	6	124	4	616	230	233	137	5559	1
2516	23	6	150	4	658	216	227	147	5541	1
2515	41	9	162	4	680	221	220	133	5532	1
2709	125	28	67	23	3224	253	207	61	6094	1
2511	92	7	182	18	722	231	229	131	5494	1
2749	98	30	124	53	3316	252	183	36	6005	1
2686	354	12	0	0	3167	200	219	157	6155	1
2533	71	9	150	-3	577	230	223	126	5552	1
2703	330	27	30	17	3141	146	197	184	6186	1
2529	68	8	210	-5	666	228	225	130	5484	1
2524	94	7	212	-4	684	232	229	130	5474	1
2536	99	6	234	0	659	230	232	136	5475	1
2498	66	6	95	7	900	227	227	135	5357	1
2489	100	7	85	13	810	232	231	131	5334	1
2713	117	30	60	17	3297	254	198	48	6039	1
2510	79	14	192	19	891	237	215	106	5325	1
2502	81	7	175	11	912	230	227	129	5316	1
2500	74	11	190	9	930	233	219	116	5279	1
2486	68	5	180	-4	870	225	230	139	5262	1
2489	11	4	175	13	840	216	232	153	5254	1
2489	42	6	162	13	810	221	227	141	5247	1
2490	75	5	134	17	810	227	230	137	5218	1
2507	40	7	153	10	930	221	224	138	5221	1
2500	49	14	150	27	870	225	210	116	5205	1
2493	63	10	127	20	840	229	221	124	5197	1
2509	59	7	134	10	900	226	226	134	5184	1
2773	151	18	350	119	1680	240	237	119	983	1
2759	144	17	300	105	1590	242	234	115	895	1
2714	117	20	242	93	1470	250	217	85	779	1
2671	109	26	175	55	1350	253	200	58	664	1
2775	148	19	335	101	1770	242	234	113	1061	1
2746	149	18	268	92	1620	240	236	119	912	1
2743	148	19	255	89	1590	242	235	114	883	1
2717	108	16	201	79	1500	246	220	98	794	1
2751	136	14	277	77	1680	241	234	119	967	1
2739	131	14	242	75	1620	242	232	116	908	1
2733	133	16	228	79	1590	244	231	111	878	1
2716	117	15	175	62	1500	245	225	105	789	1
2611	99	14	30	2	1200	243	220	103	495	1
2723	127	16	190	69	1560	245	228	108	845	1
2656	110	23	85	35	1350	252	208	72	636	1
2703	130	20	127	49	1500	248	225	97	780	1
2685	128	23	95	31	1440	251	218	81	722	1
2661	119	25	67	23	1380	253	210	70	663	1
2704	123	18	124	40	1530	247	224	99	797	1
2676	129	24	67	22	1440	251	217	79	713	1
2621	81	14	0	0	1290	238	214	103	571	1
2719	128	16	150	45	1621	244	229	109	874	1
2638	86	15	0	0	1351	241	213	98	618	1
2700	115	19	67	26	1533	249	218	90	779	1
2673	108	22	42	9	1473	251	208	72	721	1
2654	71	11	0	0	1413	233	218	115	664	1
2664	50	12	0	0	1445	225	214	122	684	1
2680	23	12	0	0	1511	213	214	136	730	1
2676	9	14	30	2	1481	204	212	144	700	1
2678	9	15	42	7	1421	202	209	142	641	1
2813	127	14	60	12	2845	243	230	112	2313	1
2796	131	9	0	0	2794	235	235	132	2323	1
2821	72	20	90	20	2889	238	198	82	2247	1
2793	119	17	30	-2	2810	247	222	97	2274	1
2807	115	21	85	11	2876	251	214	81	2215	1
2792	109	19	67	8	2856	249	214	85	2208	1
2775	121	16	30	-3	2799	246	225	103	2244	1
2757	129	12	0	0	2751	240	232	120	2259	1
2764	91	15	42	7	2789	242	216	100	2216	1
2753	109	19	60	-3	2771	248	216	88	2213	1
2744	122	19	30	1	2742	248	222	94	2232	1
2736	138	18	0	0	2714	244	231	109	2252	1
2718	90	18	30	-2	2719	244	209	87	2207	1
2695	168	19	30	-1	2608	231	244	135	2291	1
2753	103	20	108	24	2813	249	210	80	2123	1
2721	101	18	42	13	2730	247	213	88	2185	1
2686	142	10	0	0	2592	235	238	132	2293	1
2676	119	5	0	0	2483	228	235	141	2352	1
2706	137	18	60	-1	2714	245	230	106	2185	1
2688	120	7	30	3	2644	232	235	136	2227	1
2685	11	2	30	4	2617	217	234	155	2241	1
2684	347	6	0	0	2630	208	230	160	2215	1
2766	38	5	85	-3	1813	220	228	144	2800	1
2695	101	10	0	0	2778	237	227	120	2101	1
2690	35	6	0	0	2751	219	227	144	2123	1
2769	7	9	67	0	1832	209	222	150	2780	1
2781	56	9	190	5	1987	226	222	130	2630	1
2775	40	8	134	0	1940	221	223	137	2673	1
2781	39	3	60	11	1871	220	232	149	2739	1
2786	52	11	182	10	2005	226	216	123	2609	1
2780	13	8	124	4	1959	212	223	148	2652	1
2780	350	9	95	4	1936	203	224	160	2674	1
2796	27	2	240	20	2071	218	234	153	2546	1
2790	54	10	180	14	2024	226	218	125	2588	1
2684	141	17	30	-1	1107	243	233	113	2047	1
2661	60	11	30	-6	1045	229	216	119	1996	1
2682	28	19	60	6	1110	209	194	115	2060	1
2707	5	18	42	6	1242	195	203	143	2190	1
2706	9	21	108	14	1172	192	194	134	2123	1
2702	27	22	120	21	1149	205	188	111	2101	1
2727	52	17	0	0	1332	226	202	103	2278	1
2720	36	17	30	0	1308	217	201	114	2255	1
2733	44	13	30	-1	1350	222	210	120	2297	1
2724	349	15	67	4	1302	191	213	160	2252	1
2733	90	5	60	-1	1364	227	232	139	2315	1
2737	99	13	30	-5	1406	241	221	108	2357	1
2730	135	1	60	-9	1383	220	238	155	2335	1
2738	270	12	30	7	1506	188	244	195	2461	1
2750	68	7	30	1	1676	227	226	133	2631	1
2898	254	7	30	6	4919	204	245	179	1552	1
2898	114	3	60	4	4948	224	236	147	1533	1
2896	276	7	30	5	4911	201	242	179	1575	1
2898	352	3	60	6	4941	214	233	158	1556	1
2891	292	8	0	0	4875	197	239	182	1617	1
2902	342	3	67	4	4963	213	235	159	1560	1
2896	351	8	30	3	4803	206	227	159	1702	1
2905	353	8	42	-3	4979	206	226	158	1590	1
2921	258	20	108	8	5066	168	247	215	1539	1
2904	9	13	30	5	4855	205	213	144	1687	1
2913	321	16	95	14	4784	178	223	184	1771	1
2908	198	2	30	1	4954	218	240	158	1689	1
2910	266	4	42	2	4983	210	241	169	1673	1
2914	113	11	0	0	4889	239	229	119	1747	1
2905	329	1	30	-3	4948	215	237	159	1714	1
2917	280	11	108	4	5037	191	241	190	1667	1
2924	270	10	134	11	5066	194	244	189	1652	1
2915	297	5	108	1	4736	205	238	172	1860	1
2918	310	11	124	10	5031	191	233	182	1693	1
2925	205	5	175	12	5090	217	244	164	1664	1
2918	8	7	85	3	4731	212	226	152	1884	1
2931	267	16	242	18	5144	178	245	205	1664	1
2929	75	15	95	14	4696	237	212	103	1926	1
2928	294	6	216	21	5075	204	239	174	1744	1
2939	288	10	268	26	5134	193	239	186	1718	1
2917	50	11	30	2	4745	225	217	125	1939	1
2920	295	9	42	5	4833	195	238	182	1889	1
2935	32	12	162	26	4981	217	214	131	1812	1
2924	53	14	0	0	4740	227	210	113	1964	1
2929	302	16	85	14	4858	172	230	198	1899	1
2936	22	11	201	27	5006	213	216	138	1825	1
2938	0	5	277	29	5095	213	231	156	1785	1
2927	68	11	0	0	4735	232	218	118	1989	1
2941	16	8	216	27	5002	214	224	147	1852	1
2942	350	9	242	33	5032	203	224	160	1838	1
2931	114	6	30	4	4701	232	233	135	2030	1
2944	0	10	218	9	4998	205	221	153	1878	1
2948	1	15	277	39	5057	198	211	150	1852	1
2953	13	18	182	18	4964	199	199	133	1919	1
2954	344	16	242	19	5024	185	213	165	1892	1
2959	358	17	361	24	5143	192	207	151	1804	1
2943	282	13	60	8	4841	184	241	196	2002	1
2969	2	17	330	34	5109	194	206	147	1847	1
2976	348	13	300	41	5076	194	217	161	1889	1
2937	325	4	30	1	4774	210	235	163	2084	1
2955	26	8	124	5	4592	216	222	142	2205	1
2953	19	9	67	3	4651	214	222	144	2172	1
2948	310	8	60	-1	4761	197	234	177	2188	1
2952	54	4	85	0	4609	222	231	144	2290	1
2950	328	9	30	8	4729	198	230	171	2229	1
2953	323	9	60	8	4759	197	231	173	2215	1
2952	27	5	67	0	4607	218	228	147	2315	1
2954	38	5	30	6	4666	220	228	144	2285	1
2952	280	4	30	4	4726	208	240	170	2255	1
2957	270	5	60	15	4756	206	242	174	2241	1
2957	255	3	90	12	4786	213	241	166	2227	1
2955	27	8	42	-3	4604	217	223	142	2341	1
2951	84	2	0	0	4694	222	235	149	2296	1
2952	55	4	30	0	4692	222	231	145	2322	1
2953	270	1	42	2	4722	216	238	160	2308	1
2728	88	14	240	40	242	241	215	101	2424	1
2714	73	19	212	36	240	239	200	84	2376	1
2717	70	18	218	43	242	237	203	91	2358	1
2751	76	17	313	63	323	239	206	92	2463	1
2711	67	20	201	37	218	236	196	84	2316	1
2695	54	13	150	20	162	227	211	115	2268	1
2686	41	9	90	12	108	221	221	134	2221	1
2738	77	11	323	60	335	234	219	115	2396	1
2733	58	9	295	59	313	227	222	129	2372	1
2710	63	17	190	36	216	233	204	98	2256	1
2741	64	11	342	67	362	230	217	118	2363	1
2744	60	13	351	70	376	230	213	114	2347	1
2703	55	11	120	35	150	227	216	121	2148	1
2748	61	15	360	74	390	231	208	106	2331	1
2743	64	10	330	68	360	230	219	122	2306	1
2739	71	13	300	65	330	234	214	110	2264	1
2709	59	11	120	43	150	228	217	120	2114	1
2779	64	23	420	105	450	234	186	72	2352	1
2720	54	10	180	57	210	226	218	125	2147	1
2785	59	24	421	110	450	230	183	73	2337	1
2774	58	23	391	100	420	229	184	75	2311	1
2756	52	20	331	91	360	226	193	93	2259	1
2723	53	10	182	57	210	226	218	126	2131	1
2708	67	16	95	37	120	234	207	100	2055	1
2817	64	24	484	143	511	233	184	70	2375	1
2754	50	24	306	86	331	223	180	78	2218	1
2731	51	12	218	65	242	226	213	119	2140	1
2722	57	10	162	52	182	227	219	125	2089	1
2717	62	11	134	46	153	230	216	118	2064	1
2850	61	20	577	176	603	232	196	88	2442	1
2774	45	22	342	106	365	220	188	92	2229	1
2763	54	25	313	95	335	225	179	74	2203	1
2729	57	11	201	59	218	228	217	121	2099	1
2715	55	12	127	38	134	227	215	119	2022	1
2758	61	24	295	92	313	231	182	69	2162	1
2747	62	21	268	79	285	233	193	83	2136	1
2714	38	11	124	41	127	220	216	130	1981	1
2719	54	6	134	46	150	224	226	137	1965	1
2871	67	22	600	197	626	236	192	77	2391	1
2835	81	17	524	169	541	241	208	92	2309	1
2809	75	16	443	146	457	238	207	95	2227	1
2799	60	13	408	129	417	230	212	113	2160	1
2751	72	24	301	74	306	239	187	66	2053	1
2731	73	14	212	60	218	236	213	105	1973	1
2748	46	18	277	75	285	223	198	103	2012	1
2741	49	17	247	70	256	225	200	103	1986	1
2725	65	18	190	46	201	234	201	93	1932	1
2709	77	14	134	29	150	237	214	105	1879	1
2822	41	19	488	152	495	219	194	103	2190	1
2806	40	22	400	129	408	216	185	95	2108	1
2765	53	29	313	92	323	221	163	56	2026	1
2750	41	22	256	71	268	216	186	95	1972	1
2751	51	23	242	77	256	224	184	82	1932	1
2786	53	29	335	107	350	221	163	56	2001	1
2797	55	28	350	118	362	224	168	59	1989	1
2753	60	25	242	74	258	230	179	67	1879	1
2784	55	25	309	105	324	226	178	71	1922	1
2745	58	24	212	78	240	229	183	74	1800	1
2724	60	21	153	52	180	231	192	84	1745	1
2702	75	18	95	30	120	239	202	87	1691	1
2801	60	27	335	122	361	229	172	59	1900	1
2763	56	23	247	96	272	228	185	79	1816	1
2740	59	23	190	68	212	230	184	75	1761	1
2770	52	23	256	105	277	225	183	80	1805	1
2736	62	24	175	64	190	232	182	69	1722	1
2803	57	32	323	136	342	223	157	45	1851	1
2743	62	26	180	71	201	231	176	62	1710	1
2729	69	30	150	54	175	236	168	42	1682	1
2711	69	25	120	36	150	237	182	62	1655	1
2703	60	16	90	35	120	231	205	102	1627	1
2830	51	29	360	163	379	220	166	61	1869	1
2799	52	29	300	127	323	220	164	59	1812	1
2763	59	28	210	91	240	228	171	58	1728	1
2716	69	27	120	48	150	237	177	55	1643	1
2771	60	29	210	96	240	228	167	52	1717	1
2843	70	26	335	171	365	238	180	58	1813	1
2812	63	25	277	137	306	232	180	65	1756	1
2738	63	33	134	64	162	228	154	33	1613	1
2865	85	15	400	193	430	240	213	99	1863	1
2809	62	24	256	141	285	232	183	70	1718	1
2720	57	23	95	37	120	229	184	77	1546	1
2774	58	30	190	96	212	225	164	51	1624	1
2771	56	30	175	88	190	224	163	53	1587	1
2755	62	34	150	76	162	226	150	29	1558	1
2788	61	26	180	105	210	231	178	65	1572	1
2750	70	36	120	83	150	232	148	16	1513	1
2732	71	33	90	61	120	235	158	28	1484	1
2737	70	34	95	61	120	234	154	24	1477	1
2818	65	19	247	135	270	234	199	89	1618	1
2767	73	36	134	91	150	234	147	12	1500	1
2813	65	19	228	146	242	234	198	88	1583	1
2773	74	36	150	92	153	236	149	13	1495	1
2809	82	22	212	128	228	244	196	71	1544	1
2799	82	25	201	126	210	245	187	56	1507	1
2791	75	29	180	107	182	240	173	43	1473	1
2778	80	34	150	109	162	241	159	19	1441	1
2769	79	31	60	-15	175	242	167	31	1411	1
2756	70	31	30	-19	153	235	163	36	1383	1
2762	61	30	60	-13	170	228	165	49	1362	1
2737	52	29	90	52	120	220	165	60	1277	1
2790	60	23	108	-8	234	231	187	77	1401	1
2815	55	18	120	-14	297	229	199	97	1465	1
2821	58	18	150	-15	306	230	200	97	1471	1
2776	73	25	175	95	190	239	185	62	1354	1
2765	75	21	150	77	162	240	197	78	1324	1
2806	66	21	190	-23	256	235	193	80	1419	1
2821	58	21	212	-19	295	230	192	86	1455	1
2800	64	26	218	112	242	233	178	61	1397	1
2762	62	27	150	76	175	231	173	58	1319	1
2734	68	30	108	43	124	234	166	42	1262	1
2826	46	27	258	145	283	216	170	73	1423	1
2736	49	26	108	49	127	221	175	73	1254	1
2737	44	22	108	41	124	219	186	91	1237	1
2806	76	39	234	119	255	235	141	0	1371	1
2811	80	35	255	115	268	241	156	15	1383	1
2841	82	18	319	154	335	242	205	86	1450	1
2800	67	28	242	109	256	235	173	51	1369	1
2768	57	22	170	75	175	229	187	80	1288	1
2747	52	21	124	60	127	225	189	87	1235	1
2763	56	22	162	76	170	228	189	83	1276	1
2847	64	23	350	151	362	234	187	73	1476	1
2826	71	25	300	135	309	238	184	63	1422	1
2812	71	25	277	130	283	238	182	60	1396	1
2756	48	23	120	98	124	221	183	84	1240	1
2771	34	20	153	113	162	213	193	108	1282	1
2785	35	17	190	127	201	216	201	116	1323	1
2823	72	26	313	136	323	238	180	57	1441	1
2811	67	21	285	124	295	236	193	80	1415	1
2792	26	14	201	134	212	213	208	129	1340	1
2799	27	11	212	151	218	216	216	136	1357	1
2837	53	27	335	185	342	223	170	64	1473	1
2802	47	10	218	149	228	224	217	127	1374	1
2799	66	9	190	140	201	229	221	124	1350	1
2773	80	48	124	112	134	226	107	0	1298	1
2809	67	18	242	150	256	235	201	91	1410	1
2779	78	47	134	118	150	227	111	0	1318	1
2786	76	46	150	132	162	226	113	0	1338	1
2806	31	18	216	145	228	213	199	117	1403	1
2743	76	49	134	81	150	222	103	0	1337	1
2728	62	29	108	72	124	230	166	0	1315	1
2842	62	28	309	187	323	231	172	55	1490	1
2803	74	46	175	141	190	224	111	0	1379	1
2760	75	49	170	95	175	219	99	0	1379	1
2856	53	28	335	195	350	223	169	63	1530	1
2828	72	45	228	163	234	223	113	0	1443	1
2710	66	32	90	53	95	232	160	0	1345	1
2847	35	22	255	68	277	211	186	100	1486	1
2789	74	49	201	35	218	219	99	0	1445	1
2857	63	24	228	78	285	233	183	70	1507	1
2743	61	33	108	24	150	226	154	0	1410	1
2824	93	45	190	45	268	240	130	0	1510	1
2753	57	32	95	34	162	222	155	41	1434	1
2722	53	32	42	3	108	218	153	45	1398	1
2827	84	46	162	26	283	233	119	0	1533	1
2810	76	29	150	31	256	241	172	0	1513	1
2764	55	31	85	10	175	222	159	48	1458	1
2878	82	44	150	48	323	234	124	0	1575	1
2827	84	46	134	-2	295	233	118	0	1556	1
2830	79	46	108	0	309	229	116	0	1579	1
2820	60	25	95	-9	283	230	181	0	1560	1
2740	54	29	0	0	134	222	165	57	1456	1
2840	78	44	85	10	324	231	121	0	1602	1
2788	55	28	0	0	216	224	168	59	1539	1
2747	56	30	67	-6	150	224	162	51	1492	1
2732	60	31	85	-7	120	227	161	45	1477	1
2741	63	31	108	-12	124	229	160	40	1504	1
2717	74	35	85	52	90	237	154	19	1599	1
2722	75	34	95	57	95	238	156	20	1627	1
2732	77	33	124	70	127	240	162	26	1682	1
2714	74	32	95	52	108	239	164	31	1671	1
2772	82	31	190	117	192	244	171	34	1733	1
2740	76	31	150	87	170	240	165	32	1738	1
2706	76	30	108	47	124	240	171	39	1717	1
2730	80	31	150	80	175	243	168	31	1784	1
2700	80	27	95	54	120	244	180	47	1793	1
2753	86	32	190	103	210	246	170	28	1851	1
2720	85	28	150	70	153	246	180	43	1860	1
2755	87	31	210	109	218	247	173	31	1907	1
2706	83	26	120	52	134	245	184	52	1879	1
2681	78	23	67	31	90	242	191	66	1892	1
2793	85	31	277	147	295	246	173	33	1984	1
2725	81	27	162	81	182	244	180	47	1945	1
2795	80	31	270	-134	306	243	168	31	2012	1
2713	76	25	150	63	162	242	184	57	1966	1
2731	75	27	175	45	201	240	178	50	2003	1
2679	71	24	85	33	90	238	185	63	1972	1
2727	68	26	124	18	190	236	179	59	2052	1
2817	72	32	150	-85	342	236	161	31	2125	1
2733	66	26	108	24	201	234	177	59	2081	1
2786	71	32	120	31	295	236	162	33	2135	1
2726	65	25	67	17	180	234	182	66	2103	1
2704	61	23	30	18	120	232	186	75	2089	1
2715	68	24	0	0	120	236	186	68	2148	1
2702	75	27	30	-6	90	240	179	53	2142	1
2742	67	23	0	0	182	236	186	69	2190	1
2708	80	29	67	-17	108	244	174	39	2200	1
2751	83	23	42	-8	201	245	194	67	2249	1
2726	86	25	67	-15	150	247	189	57	2236	1
2779	90	28	60	-26	268	249	184	44	2292	1
2724	93	26	124	-35	150	250	191	53	2295	1
2763	87	27	120	-60	240	247	186	50	2343	1
2799	87	31	150	-71	295	247	174	32	2387	1
2736	98	25	150	88	180	251	196	58	2359	1
2722	100	28	120	74	150	252	190	46	2353	1
2701	99	31	90	53	120	252	180	31	2377	1
2733	93	28	150	85	162	250	185	44	2418	1
2699	94	31	90	51	108	250	177	32	2407	1
2802	86	31	240	-100	272	246	171	30	2474	1
2784	87	31	240	-110	242	247	173	31	2467	1
2699	91	31	90	51	95	249	176	32	2436	1
2823	80	33	270	-95	300	242	161	22	2510	1
2803	83	33	270	-108	270	244	166	24	2503	1
2785	85	31	240	137	240	246	170	29	2496	1
2716	94	30	120	68	120	251	181	37	2471	1
2698	94	31	90	52	90	251	178	32	2466	1
2768	88	32	210	120	210	248	169	25	2519	1
2830	88	35	256	128	300	246	161	14	2568	1
2849	95	32	240	89	330	250	173	25	2605	1
2747	93	33	175	98	180	249	169	20	2571	1
2727	93	33	150	78	150	250	170	21	2565	1
2847	94	33	210	87	323	250	173	24	2618	1
2827	94	34	201	67	295	250	167	17	2616	1
2787	92	34	182	85	240	249	168	18	2613	1
2746	90	33	162	97	180	248	168	22	2601	1
2708	89	33	95	59	120	248	167	20	2580	1
2621	162	13	60	-6	849	232	243	139	1521	1
2664	112	5	60	-8	1214	229	234	139	1719	1
2633	68	8	42	2	979	228	225	130	1594	1
2662	105	5	30	-3	1211	228	234	140	1731	1
2674	10	8	30	1	1295	211	224	149	1801	1
2780	76	34	30	20	212	238	155	18	2433	1
2707	71	31	0	0	95	236	164	36	2430	1
2731	67	31	30	-9	134	233	161	36	2400	1
2729	70	32	90	-30	124	235	161	33	2340	1
2770	69	31	95	-35	190	234	162	35	2311	1
2716	75	33	90	70	108	238	158	23	2310	1
2794	71	33	120	-50	228	235	157	27	2282	1
2800	75	33	150	-50	240	238	158	24	2252	1
2763	76	32	162	-62	180	240	165	31	2250	1
2725	82	35	108	70	120	242	157	13	2250	1
2785	83	32	182	-65	210	244	167	27	2221	1
2748	85	33	150	93	150	245	164	21	2220	1
2848	84	35	190	-51	300	243	157	12	2195	1
2786	90	33	210	135	210	248	170	24	2191	1
2707	83	35	90	66	90	243	158	14	2191	1
2907	91	30	210	7	390	249	178	35	2173	1
2922	94	28	240	22	421	251	186	44	2147	1
2848	91	35	247	-51	301	248	162	12	2135	1
